id,name,cuis
DOID:7223,breast giant fibroadenoma,['C0346157']
HP:0012041,Decreased fertility in males,['C0151640']
DOID:9669,senile cataract,['C0036646']
OMIM:613576,ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 2; EDSS2,['C3150809']
HP:0025441,Achilles tendon calcification,['C4476778']
OMIM:178650,"PULMONIC STENOSIS, ATRIAL SEPTAL DEFECT, AND UNIQUE ELECTROCARDIOGRAPHIC ABNORMALITIES",['C1867407']
DOID:7685,pancreatic non-invasive intraductal papillary-mucinous carcinoma,['C1518873']
HP:0003199,Decreased muscle mass,['C1837108']
DOID:6938,pediatric intraocular retinoblastoma,['C1321869']
OMIM:600331,PARC SYNDROME,['C1838256']
OMIM:221350,"DEAFNESS, CONGENITAL, WITH VITILIGO AND ACHALASIA",['C1857339']
OMIM:616455,ZIMMERMANN-LABAND SYNDROME 2; ZLS2,['C4225321']
OMIM:615346,"PRECOCIOUS PUBERTY, CENTRAL, 2; CPPB2",['C3809199']
HP:0010189,Osteolytic defects of the distal phalanges of the toes,['C4023979']
DOID:8738,leukoplakia of penis,['C0022782']
DOID:10810,tibialis tendinitis,['C0158321']
HP:0009812,Amelia involving the upper limbs,['C4024200']
OMIM:615924,"ENCEPHALOPATHY, PROGRESSIVE, WITH OR WITHOUT LIPODYSTROPHY; PELD",['C4014700']
DOID:0050777,Joubert syndrome,['C0431399']
HP:0100600,Penoscrotal transposition,['C1868854']
DOID:2930,Avulavirus infectious disease,"['C0206540', 'C0009450']"
HP:0004337,Abnormality of amino acid metabolism,['C1328440']
OMIM:615024,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 10; ARCI10",['C3554355']
HP:0011504,Bull's eye maculopathy,"['C0730330', 'C1828210']"
HP:0007728,Congenital miosis,['C1303009']
OMIM:180210,"RETINOPATHY, PERICENTRAL PIGMENTARY, DOMINANT","['C1867261', 'C1458958']"
DOID:0080057,autosomal recessive spinocerebellar ataxia 15,"['C0596142', 'C1847725', 'C1421993']"
HP:0010140,Cone-shaped epiphysis of the distal phalanx of the hallux,['C4024019']
DOID:0110866,congenital stationary night blindness 1H,"['C0339535', 'C0339535']"
OMIM:131400,"EOSINOPHILIA, FAMILIAL",['C0272192']
OMIM:206800,"NAIL DISORDER, NONSYNDROMIC CONGENITAL, 4; NDNC4",['C3277900']
HP:0010827,Abnormality of the seventh cranial nerve,['C4021223']
HP:0010638,Elevated alkaline phosphatase of hepatic origin,['C4023764']
OMIM:300972,IMMUNODEFICIENCY 47; IMD47,"['C1686540', 'C4310819']"
DOID:5154,borna disease,['C0006023']
DOID:6923,fibrolipomatous hamartoma of peripheral nerve,"['C0334467', 'C0018552', 'C0031119']"
HP:0008948,Proximal upper limb amyotrophy,['C1866013']
DOID:12417,psychogenic dysmenorrhea,['C0154555']
DOID:0110938,autosomal dominant osteopetrosis 2,['C3179239']
OMIM:613688,LONG QT SYNDROME 2; LQT2,['C3150943']
OMIM:193700,"ARTHROGRYPOSIS, DISTAL, TYPE 2A; DA2A",['C0265224']
DOID:0110354,retinitis pigmentosa 19,"['C1866422', 'C0035334']"
OMIM:601419,"MYOPATHY, MYOFIBRILLAR, 1; MFM1",['C1832370']
OMIM:616030,HYPOGONADOTROPIC HYPOGONADISM 22 WITH OR WITHOUT ANOSMIA; HH22,['C4014988']
DOID:0110865,congenital stationary night blindness 1B,"['C0339535', 'C0339535']"
DOID:3281,combined thymoma,['C1328043']
DOID:8000,frontal convexity meningioma,['C1333643']
OMIM:186100,"SYNDACTYLY, TYPE III",['C1861366']
DOID:0060291,oculodentodigital dysplasia,['C0812437']
OMIM:607458,SPINOCEREBELLAR ATAXIA 18; SCA18,['C1843884']
DOID:8203,sacral spinal canal and spinal cord meningioma,['C1335893']
HP:0011771,Autoimmune hypoparathyroidism,['C0271865']
HP:0003984,Posteriorly dislocated ulna,['C4025465']
OMIM:606896,"DYSLEXIA, SUSCEPTIBILITY TO, 5; DYX5",['C1847184']
OMIM:108500,"EPISODIC ATAXIA, TYPE 2; EA2","['C1720416', 'C1050772', 'C0361212']"
OMIM:257150,NEUTROPHIL ACTIN DYSFUNCTION; NAD,"['C1850380', 'C1495954']"
OMIM:607501,"MIGRAINE WITHOUT AURA, SUSCEPTIBILITY TO, 4",['C1843773']
HP:0000193,Bifid uvula,['C0266122']
OMIM:613382,"BRACHYDACTYLY, TYPE E2; BDE2",['C3150644']
OMIM:605670,LATE-ONSET RETINAL DEGENERATION; LORD,['C1854065']
HP:0030138,Excessive bleeding from superficial cuts,['C4022610']
DOID:9092,Hodgkin's sarcoma involving intrathoracic lymph nodes,"['C0019829', 'C1517562']"
HP:0030628,Foveal subretinal hyporeflective spaces on macular OCT,['C4073098']
OMIM:266280,RAPADILINO SYNDROME,['C1849453']
DOID:11600,secondary malignant neoplasm of lymph nodes of multiple site,"['C3266877', 'C0024204', 'C0439064', 'C0205145', 'C0751623']"
DOID:8224,central breast papilloma,['C1332896']
OMIM:300660,LEUKOENCEPHALOPATHY WITH METAPHYSEAL CHONDRODYSPLASIA; LKMCD,['C1970840']
HP:0100259,Postaxial polydactyly,['C0220697']
OMIM:602361,GRACILE BONE DYSPLASIA; GCLEB,['C1865639']
HP:0005406,Recurrent bacterial skin infections,['C1835686']
DOID:0050722,PHGDH deficiency,"['C1866174', 'C0011155']"
HP:0010604,Cyst of the eyelid,"['C0155218', 'C0424844', 'C0578590']"
OMIM:211350,KYPHOMELIC DYSPLASIA,['C0432239']
HP:0007939,Blue cone monochromacy,['C0339537']
HP:0012374,Abnormal globe morphology,['C4022923']
HP:0008636,Lobular glomerulopathy,['C4024651']
OMIM:141700,HEMOLYTIC POIKILOCYTIC ANEMIA DUE TO REDUCED ANKYRIN BINDING SITES,['C1841622']
DOID:0060682,autosomal dominant nocturnal frontal lobe epilepsy 1,"['C3696898', 'C0596142', 'C1527180', 'C0240526', 'C0085541']"
DOID:1591,renovascular hypertension,['C0020545']
OMIM:604916,"HYDRONEPHROSIS, CONGENITAL, WITH CLEFT PALATE, CHARACTERISTIC FACIES, HYPOTONIA, AND MENTAL RETARDATION",['C1858043']
HP:0009435,Symphalangism of middle phalanx of 3rd finger,['C4024363']
DOID:0070156,hereditary sensory neuropathy type ID,"['C0699739', 'C1547052']"
DOID:12265,chronic salpingo-oophoritis,['C0156328']
DOID:5632,optic nerve sheath meningioma,['C0346328']
OMIM:142680,"PERIODIC FEVER, FAMILIAL, AUTOSOMAL DOMINANT",['C1275126']
DOID:0110357,retinitis pigmentosa 35,"['C1853214', 'C0035334']"
HP:0031345,Colonic arteriovenous malformation,"['C0009368', 'C0334533', 'C0009368', 'C0334533']"
OMIM:617460,RETINITIS PIGMENTOSA 79; RP79,['C4479526']
OMIM:608812,"COLORECTAL CANCER, SUSCEPTIBILITY TO, 1; CRCS1",['C1837315']
DOID:12139,dysthymic disorder,['C0013415']
HP:0010495,Amniotic constriction rings of legs,['C4023804']
HP:0002133,Status epilepticus,['C0038220']
HP:0007747,Monocular horizontal nystagmus,['C4024807']
HP:0007596,Painful subcutaneous lipomas,['C4024838']
DOID:0110292,autosomal recessive limb-girdle muscular dystrophy type 2O,"['C0596142', 'C0686353', 'C0441742']"
OMIM:300645,IMMUNODEFICIENCY 34; IMD34,['C1970859']
OMIM:612113,BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 10; BMND10,['C2677498']
DOID:1928,Williams-Beuren syndrome,['C0175702']
OMIM:134750,FELTY SYNDROME,['C0015773']
DOID:6333,adult intracranial malignant hemangiopericytoma,['C1334558']
HP:0030635,Retinal dystrophy with early macular involvement,['C4049066']
OMIM:613217,"DIARRHEA 5, WITH TUFTING ENTEROPATHY, CONGENITAL; DIAR5",['C2750737']
HP:0003384,Peripheral axonal atrophy,['C4025619']
DOID:4682,extrahepatic bile duct carcinoma,['C0238019']
HP:0012100,Abnormal circulating creatinine level,['C4021101']
DOID:9503,Loeffler syndrome,['C0242459']
HP:0006801,Hyperactive deep tendon reflexes,['C1846176']
DOID:13364,obsolete chronobiology disease,"['C0521120', 'C0012634', 'C0008716']"
HP:0000271,Abnormality of the face,"['C0266617', 'C1290857', 'C4025871']"
HP:0040223,Pulmonary hemorrhage,['C4280720']
HP:0010547,Muscle flaccidity,['C0026825']
OMIM:107550,"AORTIC ARCH INTERRUPTION, FACIAL PALSY, AND RETINAL COLOBOMA",['C1862681']
OMIM:616414,"AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE; AILJK",['C4225334']
DOID:0060216,Cogan syndrome,['C0271270']
OMIM:300971,"BARTTER SYNDROME, TYPE 5, ANTENATAL, TRANSIENT; BARTS5","['C4239115', 'C4310820']"
DOID:6488,metastatic tumor to the iris,"['C0027627', 'C1278891']"
HP:0003912,Frayed humeral metaphyses,['C4025514']
HP:0003305,Block vertebrae,['C1844753']
DOID:64,epithelial tissue disease,"['C0014609', 'C0012634']"
DOID:14515,WAGR syndrome,['C0206115']
OMIM:208700,ATAXIA WITH MYOCLONIC EPILEPSY AND PRESENILE DEMENTIA,['C1859646']
OMIM:608029,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 6; SCAR6",['C1842676']
HP:0430022,Abnormality of the sphenoid sinus,['C4073204']
HP:0006756,Diffuse leiomyomatosis,['C4024984']
HP:0001739,Abnormality of the nasopharynx,['C4025750']
DOID:1744,malignant lymphatic vessel tumor,"['C0334590', 'C0206619']"
DOID:0090080,hypogonadotropic hypogonadism 16 with or without anosmia,"['C0022735', 'C0003126', 'C0271623']"
HP:0003215,Dicarboxylic aciduria,['C1856432']
OMIM:603523,"CHYLOTHORAX, CONGENITAL",['C0340014']
DOID:0111059,Bernard-Soulier syndrome type A2,"['C0005129', 'C1547052']"
DOID:8578,soft palate cancer,['C0153376']
OMIM:616941,"AGAMMAGLOBULINEMIA 8, AUTOSOMAL DOMINANT; AGM8",['C4310786']
DOID:9230,pompholyx,['C0032633']
DOID:6693,testicular monophasic choriocarcinoma,['C1515290']
HP:0100052,Small epiphyses of the 2nd toe,['C4022369']
OMIM:308300,INCONTINENTIA PIGMENTI; IP,['C0021171']
OMIM:616827,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2W; LGMD2W",['C4225192']
HP:0030671,Abnormal common tendinous ring morphology,['C4073122']
DOID:0060823,syndromic X-linked intellectual disability 94,"['C1136249', 'C0453879']"
OMIM:616875,"CEREBELLAR ATROPHY, VISUAL IMPAIRMENT, AND PSYCHOMOTOR RETARDATION; CAVIPMR",['C4225172']
HP:0012239,Atransferrinemia,['C0521802']
HP:0010308,Asternia,['C4023912']
OMIM:306300,"GRANULOMAS, CONGENITAL CEREBRAL",['C1844406']
OMIM:175750,POPLITEAL CYST,"['C0032650', 'C1201759']"
DOID:9395,croup,['C0010380']
DOID:8820,ulcerative ileocolitis,['C1260892']
HP:0030169,Gastric varix,['C0017145']
DOID:161,keratosis,['C0022593']
DOID:8144,pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma,['C1333038']
OMIM:153470,"MACROCEPHALY, BENIGN FAMILIAL",['C0220690']
HP:0000554,Uveitis,['C0042164']
DOID:3605,ovarian cystadenocarcinoma,['C1096638']
DOID:8023,myxoid liposarcoma of the ovary,['C1335170']
DOID:4211,posterior cranial fossa meningioma,['C1335448']
DOID:3234,central nervous system lymphoma,"['C0280803', 'C0742472']"
HP:0040121,Abnormality of the acoustic reflex,['C4022426']
HP:0006226,Osteoarthritis of the first carpometacarpal joint,['C0409956']
HP:0025425,Laryngospasm,['C0023066']
HP:0031528,Subretinal deposits,[]
HP:0007380,Facial telangiectasia,['C0858684']
HP:0030919,Low 5-minute APGAR score,['C4476849']
DOID:1901,vagina sarcoma,['C0238519']
DOID:1376,perinatal infectious disease,"['C0158944', 'C1550587', 'C0270075']"
OMIM:610455,"TUMORAL CALCINOSIS, NORMOPHOSPHATEMIC, FAMILIAL; NFTC",['C1864861']
HP:0008640,Congenital macroorchidism,['C4024650']
HP:0003466,Paradoxical increased cortisol secretion on dexamethasone suppression test,['C1968855']
DOID:2446,gigantism,['C0017547']
HP:0100792,Acantholysis,"['C0000887', 'C0241128']"
HP:0001272,Cerebellar atrophy,"['C4020873', 'C0262404', 'C0740279']"
OMIM:105565,"ANAL SPHINCTER MYOPATHY, INTERNAL",['C1862935']
OMIM:610536,"MANDIBULOFACIAL DYSOSTOSIS, GUION-ALMEIDA TYPE; MFDGA",['C1864652']
HP:0003651,Foam cells,['C0016390']
OMIM:133300,"ESTERASE ES-2, REGULATOR FOR",['C1851475']
DOID:5556,testicular malignant germ cell cancer,['C0855197']
HP:0040114,Absence of the reflex of the tensor tympani muscle,['C4022430']
HP:0001212,Prominent fingertip pads,['C1835807']
OMIM:190600,"TRIPHALANGEAL THUMB, NONOPPOSABLE",['C2931238']
HP:0000647,Sclerocornea,['C1853235']
DOID:1513,chronic cervicitis,['C0269062']
DOID:12849,autistic disorder,['C0004352']
OMIM:614265,COMBINED MALONIC AND METHYLMALONIC ACIDURIA; CMAMMA,['C3280314']
DOID:5704,sclerosing liposarcoma,['C0334469']
OMIM:248700,MARDEN-WALKER SYNDROME; MWKS,['C0796033']
HP:0007668,Impaired pursuit initiation and maintenance,['C1969722']
HP:0010925,Nuclear punctate cataract,['C4023649']
DOID:0110604,primary ciliary dyskinesia 18,['C0008780']
OMIM:243440,ISOTRETINOIN EMBRYOPATHY-LIKE SYNDROME,['C0432364']
DOID:6981,recurrent colorectal cancer,"['C0854750', 'C0854750']"
HP:0010026,Aplasia/Hypoplasia of the 1st metacarpal,['C4024098']
OMIM:300856,"HYPOSPADIAS 4, X-LINKED, SUSCEPTIBILITY TO; HYSP4",['C3275458']
HP:0007541,Frontal cutaneous lipoma,['C1850970']
HP:0000969,Edema,['C0013604']
OMIM:184800,"STERNUM, PREMATURE OBLITERATION OF SUTURES OF",['C1861485']
OMIM:615688,"POLYARTERITIS NODOSA, CHILDHOOD-ONSET; PAN",['C3887654']
HP:0010720,Abnormal hair pattern,['C4023721']
OMIM:266100,"EPILEPSY, PYRIDOXINE-DEPENDENT; EPD",['C1849508']
DOID:2030,anxiety disorder,"['C0003469', 'C0154455']"
OMIM:209300,ATRANSFERRINEMIA,"['C0521802', 'C3277918']"
DOID:9105,mycosis fungoides involving intrapelvic lymph nodes,"['C0026948', 'C0729595', 'C0559769', 'C0024204']"
DOID:2139,paraurethral gland neoplasm,['C0341766']
DOID:0050457,Sertoli cell-only syndrome,['C1384583']
DOID:0110230,cataract 34 multiple types,"['C0086543', 'C0439064', 'C0332307']"
HP:0008041,Late onset congenital glaucoma,['C1856441']
DOID:1650,female breast axillary tail cancer,['C0153554']
HP:0001069,Episodic hyperhidrosis,['C1857171']
HP:0009553,Abnormality of the hairline,['C4024297']
HP:0010212,Flexion contracture of the hallux,['C4021311']
HP:0040170,Abnormality of hair growth,['C4073136']
HP:0100292,Amyloidosis of peripheral nerves,['C4022162']
HP:0012172,Stereotypical body rocking,['C4023013']
HP:0100060,Irregular epiphyses of the 3rd toe,['C4022361']
HP:0004691,2-3 toe syndactyly,['C0432040']
DOID:0060033,autoimmune disease of peripheral nervous system,"['C0004364', 'C0206417']"
OMIM:212540,"CATARACT, MICROCEPHALY, FAILURE TO THRIVE, KYPHOSCOLIOSIS SYNDROME",['C1859312']
HP:0010101,Partial duplication of the phalanges of the hallux,['C1855005']
OMIM:611046,"MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO, 2",['C1970235']
OMIM:607324,"POLYDACTYLY, POSTAXIAL, TYPE A3; PAPA3",['C1846452']
OMIM:155050,"MAXILLONASAL DYSPLASIA, BINDER TYPE",['C0220692']
DOID:0050866,oral squamous cell carcinoma,"['C0442027', 'C0007137']"
DOID:7237,pancreatic non-invasive mucinous cystadenocarcinoma,['C1518874']
DOID:7996,familial glomangioma,['C1333987']
HP:0005321,Mandibulofacial dysostosis,['C0242387']
HP:0030212,Collectionism,['C0424290']
HP:0006266,Small placenta,['C0566694']
DOID:950,dacryoadenitis,['C0155223']
OMIM:173900,POLYCYSTIC KIDNEY DISEASE 1; PKD1,['C3149841']
HP:0009220,Ivory epiphysis of the middle phalanx of the 4th finger,['C4024521']
HP:0006362,Varus deformity of humeral neck,['C1854948']
HP:0005272,Prominent nasolabial fold,['C1866487']
DOID:2678,adult mesoblastic nephroma,['C1272677']
DOID:12061,fetal blood loss,"['C0158951', 'C0158951']"
HP:0030797,Reduced volume of central subdivision of bed nucleus of stria terminalis,['C4280762']
OMIM:136500,"FOCAL FACIAL DERMAL DYSPLASIA 1, BRAUER TYPE; FFDD1",['C2936827']
OMIM:612379,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iq; CDG1Q",['C3150191']
HP:0000124,Renal tubular dysfunction,['C0151747']
DOID:0060872,isolated growth hormone deficiency type II,"['C0271568', 'C0271563', 'C0441730']"
HP:0002250,Abnormality of the large intestine,['C4025715']
OMIM:616852,"MYOPATHY, SCAPULOHUMEROPERONEAL; SHPM",['C4225181']
OMIM:608036,"DIABETES MELLITUS, NONINSULIN-DEPENDENT, 4",['C1842642']
DOID:13558,gonococcal urethritis,['C0018078']
DOID:318,progressive muscular atrophy,['C0917981']
OMIM:610968,"OSTEOGENESIS IMPERFECTA, TYPE XI; OI11",['C3151218']
OMIM:600224,SPINOCEREBELLAR ATAXIA 5; SCA5,['C0752123']
HP:3000075,Abnormality of lingual nerve,['C4073282']
HP:0006894,Hypoplastic olfactory lobes,['C1859231']
DOID:14522,partial arterial retinal occlusion,['C0154839']
DOID:5716,hormone producing pituitary cancer,"['C0278864', 'C0851693']"
OMIM:610359,RETINITIS PIGMENTOSA 33; RP33,['C1835895']
DOID:0110091,short-rib thoracic dysplasia 10 with or without polydactyly,"['C0432195', 'C0152427', 'C0817096']"
HP:0100387,Aplasia of the middle phalanges of the toes,['C4022107']
HP:0100784,Peripheral arteriovenous fistula,['C4021971']
OMIM:102520,ACRORENAL SYNDROME,['C3495490']
DOID:7076,lipid-rich breast carcinoma,['C1517894']
OMIM:212720,MARTSOLF SYNDROME,['C0796037']
DOID:4683,cutaneous mucoepidermoid carcinoma,['C0346019']
HP:0005546,Increased red cell osmotic resistance,['C1858628']
DOID:7983,breast malignant eccrine spiradenoma,['C1334565']
OMIM:617026,"PONTOCEREBELLAR HYPOPLASIA, TYPE 2F; PCH2F","['C4332766', 'C4310757']"
HP:0030399,Abnormal platelet alpha granule secretion,['C4072932']
DOID:0110636,congenital merosin-deficient muscular dystrophy 1A,['C1263858']
OMIM:314240,TOOTH SIZE,['C1839140']
DOID:0110928,nemaline myopathy 2,"['C1850569', 'C0206157']"
OMIM:606864,PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA,['C1847319']
DOID:0110762,obsolete hereditary spastic paraplegia 1,"['C0521120', 'C0037773']"
OMIM:609628,MAJEED SYNDROME; MJDS,['C1864997']
HP:0100569,Abnormal vertebral ossification,['C4020966']
DOID:8286,metastatic epithelioid sarcoma,"['C0855039', 'C0855039']"
OMIM:609384,"FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 3C; CFEOM3C",['C2750404']
HP:0007067,Distal peripheral sensory neuropathy,['C4021582']
OMIM:615284,"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B3; CMT4B3",['C3695063']
HP:0025407,Rectourethral fistula,['C0268875']
HP:0006487,Bowing of the long bones,['C1855340']
DOID:8969,tonsillar fossa cancer,['C0153384']
HP:0004476,Aplasia cutis congenita over parietal area,['C1863492']
OMIM:608194,CONE-ROD DYSTROPHY 13; CORD13,['C2750720']
DOID:8020,glomangiomyoma,['C0334422']
HP:0009387,Irregular epiphyses of the 5th finger,['C4024402']
DOID:0110496,autosomal recessive nonsyndromic deafness 38,"['C2677304', 'C1415078', 'C0596142', 'C0011053']"
HP:0012262,Abnormal ciliary motility,['C4022983']
DOID:5834,spermatocytoma,['C0334517']
HP:0002199,Hypocalcemic seizures,['C1855841']
DOID:8919,Mycosis fungoides involving lymph nodes of inguinal region and lower limb,"['C0026948', 'C0024204', 'C0018246', 'C0023216']"
OMIM:184705,STEINFELD SYNDROME,['C1866649']
DOID:9235,pyriform sinus cancer,['C0153400']
DOID:0060173,Timothy syndrome,"['C1832916', 'C1123001', 'C0039082']"
HP:0010410,Symphalangism affecting the middle phalanx of the 2nd toe,['C4023845']
HP:0031134,Cor triatrium sinister,['C4476993']
HP:0000925,Abnormality of the vertebral column,"['C4021789', 'C4020882']"
DOID:2722,acrodermatitis,['C0001197']
DOID:0110026,age related macular degeneration 14,['C0242383']
DOID:3078,grade III astrocytoma,['C0334579']
OMIM:256520,NEU-LAXOVA SYNDROME 1; NLS1,['C0265218']
HP:0007305,CNS demyelination,['C0338474']
DOID:0060002,C1 inhibitor deficiency,"['C0019243', 'C0019243']"
OMIM:136550,"MACULAR DYSTROPHY, RETINAL, 1, NORTH CAROLINA TYPE; MCDR1",['C0730294']
OMIM:138110,GLUCOSE-6-PHOSPHATE DEHYDROGENASE-LIKE; G6PDL,['C1414893']
DOID:0110165,Charcot-Marie-Tooth disease type 2E,"['C0007959', 'C1547052']"
HP:0011874,Heparin-induced thrombocytopenia,['C0272285']
DOID:3860,cerebellar vermis medulloblastoma,['C1332903']
HP:0004024,Medially sloping radial metaphysis,['C4025436']
HP:0012850,Small intestinal dysmotility,['C0345200']
DOID:0060310,uvulitis,['C0042174']
OMIM:613729,"CHROMOSOME 7q11.23 DELETION SYNDROME, DISTAL, 1.2-MB",['C3150999']
OMIM:500004,RETINITIS PIGMENTOSA-DEAFNESS SYNDROME,"['C0271097', 'C2306625']"
HP:0410070,Increased level of ribitol in urine,"['C0442805', 'C2946261', 'C0035526', 'C0042036', 'C0205217']"
OMIM:250500,"METAPHYSEAL MODELING ABNORMALITY, SKIN LESIONS, AND SPASTIC PARAPLEGIA",['C1855164']
OMIM:612560,BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 12; BMND12,['C2675513']
OMIM:617672,"NEURODEGENERATION, CHILDHOOD-ONSET, WITH BRAIN ATROPHY; CONDBA","['C0027746', 'C1837352', 'C0235946', 'C0231335', 'C0332162']"
HP:0009272,Aplasia/Hypoplasia of the 4th finger,['C4024478']
HP:0007112,Temporal cortical atrophy,['C4024936']
HP:0009411,Bracket epiphyses of the 3rd finger,['C4024382']
HP:0001911,Abnormality of granulocytes,['C0427515']
HP:0010219,Structural foot deformity,['C4023965']
HP:0100284,EMG: myotonic discharges,['C4022169']
DOID:13732,panophthalmitis,['C0030332']
DOID:9855,syphilitic interstitial keratitis,['C0153131']
HP:0012463,Elevated transferrin saturation,['C4022892']
OMIM:193250,VOLVULUS OF MIDGUT,['C0221210']
DOID:0050972,spinocerebellar ataxia type 21,"['C1424795', 'C1547052']"
HP:0008045,Enlarged flash visual evoked potentials,['C4021558']
HP:0007042,Focal white matter lesions,['C4024946']
OMIM:615312,"ALBINISM, OCULOCUTANEOUS, TYPE V; OCA5",['C3888401']
DOID:6980,recurrent rectosigmoid cancer,"['C0854779', 'C0854779']"
HP:0100058,Enlarged epiphyses of the 3rd toe,['C4022363']
DOID:0070095,oculocutaneous albinism type IB,"['C0078918', 'C1547052']"
DOID:0060023,CD40 deficiency,"['C0011155', 'C1367009']"
HP:0004332,Abnormality of lymphocytes,['C0427546']
DOID:0060367,autosomal dominant Parkinson disease 1,"['C3489791', 'C0596142', 'C1527180', 'C0030567']"
DOID:9709,rosacea conjunctivitis,['C0155152']
HP:0000964,Eczema,['C0013595']
DOID:0050921,pharynx squamous cell carcinoma,"['C0031354', 'C0007137']"
OMIM:610071,HYPERPARATHYROIDISM 3; HRPT3,['C1864729']
OMIM:613342,MSELENI JOINT DISEASE,['C2931420']
DOID:13027,transient global amnesia,['C0338591']
OMIM:269000,SC PHOCOMELIA SYNDROME,"['C0392475', 'C1476517', 'C2951728']"
HP:0005967,Mixed respiratory and metabolic acidosis,['C1840372']
OMIM:146990,IMMUNOGLOBULIN HEAVY CHAIN DIVERSITY REGION 2; IGHDY2,['C3887955']
OMIM:615434,RETINITIS PIGMENTOSA WITH OR WITHOUT SITUS INVERSUS,['C3809503']
HP:0009491,Enlarged epiphyses of the 2nd finger,['C4024334']
DOID:331,central nervous system disease,['C0007682']
OMIM:613805,MEIER-GORLIN SYNDROME 5; MGORS5,['C3151126']
DOID:1762,cheilitis,['C0007971']
DOID:0110219,Brugada syndrome 2,"['C2673193', 'C1142166']"
HP:0030757,Tooth abscess,['C0518988']
OMIM:174300,OROFACIODIGITAL SYNDROME V; OFD5,['C1868118']
HP:0008458,Progressive congenital scoliosis,['C1857025']
OMIM:617610,POLYCYSTIC KIDNEY DISEASE 5; PKD5,['C0022680']
HP:0004036,Long styloid process of ulna,['C4025426']
OMIM:103050,ADENYLOSUCCINASE DEFICIENCY; ADSLD,['C0268126']
DOID:357,upper limb lymph node mast cell malignancy,"['C1140618', 'C0024204', 'C1301145']"
OMIM:612727,BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 13; BMND13,['C2674801']
HP:0000841,Hyperactive renin-angiotensin system,"['C1846345', 'C3150267']"
OMIM:182210,SHPRINTZEN OMPHALOCELE SYNDROME,['C1866958']
OMIM:614072,HERMANSKY-PUDLAK SYNDROME 3; HPS3,['C3888001']
OMIM:616459,AL-RAQAD SYNDROME; ARS,['C4085595']
DOID:14443,cholinergic urticaria,['C0152230']
DOID:8916,mycosis fungoides involving lymph nodes of axilla and upper limb,"['C0026948', 'C0024204', 'C0004454', 'C1140618']"
HP:0031212,Abnormal circulating progesterone level,"['C0205161', 'C0175630', 'C0428409']"
HP:0100608,Metrorrhagia,['C0025874']
DOID:1022,pinta disease,"['C0153242', 'C0153243', 'C0153244', 'C0153241', 'C0031946']"
OMIM:271960,SUBAORTIC STENOSIS--SHORT STATURE SYNDROME,"['C0795947', 'C2952081', 'C1688972']"
OMIM:616188,RETINAL DYSTROPHY AND OBESITY; RDOB,['C4015424']
DOID:1240,leukemia,['C0023418']
HP:0010918,Abnormality of cysteine metabolism,['C4023652']
DOID:8844,tuberculous erythema nodosum,"['C0014744', 'C0014744']"
DOID:0110157,Charcot-Marie-Tooth disease type 2J,"['C0007959', 'C1547052']"
DOID:7678,sphenoid sinus inverted papilloma,['C1336037']
DOID:2154,nephroblastoma,"['C0027708', 'C1332219', 'C1333015']"
HP:0009700,Finger symphalangism,['C4021399']
OMIM:614033,HYDROXYACYL GLUTATHIONE HYDROLASE DEFICIENCY,['C3279657']
OMIM:614192,"MACROCEPHALY, MACROSOMIA, AND FACIAL DYSMORPHISM SYNDROME; MMFD",['C3280095']
HP:0030915,Cerebellar edema,['C4316985']
DOID:3491,Turner syndrome,"['C0041408', 'C1527168']"
DOID:6761,skin lymphoma,"['C1302772', 'C1276146']"
HP:0003652,Recurrent myoglobinuria,['C1838877']
OMIM:123540,"CRYOFIBRINOGENEMIA, FAMILIAL PRIMARY",['C1852457']
DOID:3545,childhood choroid plexus cancer,['C0280623']
HP:0030297,Metaphyseal chondromatosis of ulna,['C4022528']
OMIM:614172,IMMUNODEFICIENCY 21; IMD21,['C3280030']
DOID:12404,tinea,['C0040247']
HP:0010989,Abnormality of the intrinsic pathway,['C4023610']
DOID:1895,allergic contact dermatitis of eyelid,['C0155178']
OMIM:612075,MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH RENAL TUBULOPATHY); MTDPS8A,['C2749861']
HP:0030850,Abnormal pulse pressure,['C0855322']
DOID:1734,viral gastroenteritis,"['C0152517', 'C0318712']"
DOID:0060454,subepithelial mucinous corneal dystrophy,"['C2748503', 'C1513712', 'C0010036']"
HP:0011557,Double inlet to single ventricle of indeterminate morphology,['C4023301']
