subject,predicate,object
biolink:NamedThing,biolink:positively_regulates_entity_to_entity,biolink:BiologicalEntity
biolink:BiologicalEntity,biolink:positively_regulates_entity_to_entity,biolink:BiologicalEntity
biolink:Agent,biolink:subclass_of,biolink:PathologicalProcess
biolink:Agent,biolink:related_to,biolink:PathologicalProcess
biolink:BiologicalEntity,biolink:close_match,biolink:GenomicEntity
biolink:IndividualOrganism,biolink:subclass_of,biolink:BiologicalEntity
biolink:Disease,biolink:part_of,biolink:MolecularEntity
biolink:Activity,biolink:occurs_in,biolink:Protein
biolink:GenomicEntity,biolink:has_input,biolink:Protein
biolink:BiologicalProcessOrActivity,biolink:related_to,biolink:NamedThing
biolink:PathologicalProcess,biolink:positively_regulates,biolink:Procedure
biolink:MolecularEntity,biolink:prevents,biolink:Procedure
biolink:Device,biolink:close_match,biolink:Disease
biolink:OrganismalEntity,biolink:subclass_of,biolink:NamedThing
biolink:Disease,biolink:same_as,biolink:Activity
biolink:MolecularActivity,biolink:coexists_with,biolink:BiologicalEntity
biolink:PhysiologicalProcess,biolink:precedes,biolink:BiologicalEntity
biolink:Cell,biolink:affects,biolink:BiologicalEntity
biolink:CellularComponent,biolink:affects,biolink:BiologicalEntity
biolink:PhysiologicalProcess,biolink:manifestation_of,biolink:BiologicalEntity
biolink:Procedure,biolink:positively_regulates_entity_to_entity,biolink:BiologicalEntity
biolink:InformationContentEntity,biolink:subclass_of,biolink:BiologicalEntity
biolink:Disease,biolink:same_as,biolink:Procedure
biolink:Phenomenon,biolink:positively_regulates,biolink:NamedThing
biolink:Cell,biolink:has_attribute,biolink:NamedThing
biolink:AnatomicalEntity,biolink:affects,biolink:Procedure
biolink:PhysiologicalProcess,biolink:physically_interacts_with,biolink:NamedThing
biolink:IndividualOrganism,biolink:precedes,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:related_to,biolink:PhysicalEntity
biolink:Procedure,biolink:related_to,biolink:PhysicalEntity
biolink:NamedThing,biolink:subclass_of,biolink:PhysicalEntity
biolink:IndividualOrganism,biolink:has_attribute,biolink:NamedThing
biolink:Procedure,biolink:subclass_of,biolink:BiologicalEntity
biolink:Activity,biolink:causes,biolink:NamedThing
biolink:BiologicalEntity,biolink:manifestation_of,biolink:NamedThing
biolink:Protein,biolink:predisposes,biolink:NamedThing
biolink:GenomicEntity,biolink:predisposes,biolink:NamedThing
biolink:Gene,biolink:predisposes,biolink:NamedThing
biolink:MolecularEntity,biolink:predisposes,biolink:NamedThing
biolink:Protein,biolink:has_attribute,biolink:ChemicalSubstance
biolink:PhysicalEntity,biolink:related_to,biolink:Procedure
biolink:PhysicalEntity,biolink:subclass_of,biolink:NamedThing
biolink:BiologicalEntity,biolink:has_attribute,biolink:MolecularEntity
biolink:AnatomicalEntity,biolink:related_to,biolink:GeographicLocation
biolink:MolecularEntity,biolink:related_to,biolink:Agent
biolink:Cell,biolink:has_attribute,biolink:ChemicalSubstance
biolink:IndividualOrganism,biolink:has_attribute,biolink:ChemicalSubstance
biolink:Protein,biolink:subclass_of,biolink:BiologicalEntity
biolink:ChemicalSubstance,biolink:has_input,biolink:BiologicalEntity
biolink:Cell,biolink:related_to,biolink:BiologicalEntity
biolink:ChemicalSubstance,biolink:has_attribute,biolink:Device
biolink:BiologicalProcessOrActivity,biolink:coexists_with,biolink:Procedure
biolink:PhysiologicalProcess,biolink:positively_regulates,biolink:Procedure
biolink:MolecularActivity,biolink:positively_regulates,biolink:Procedure
biolink:Procedure,biolink:positively_regulates,biolink:Procedure
biolink:Cell,biolink:affects,biolink:Procedure
biolink:PhysiologicalProcess,biolink:manifestation_of,biolink:Procedure
biolink:Phenomenon,biolink:manifestation_of,biolink:Procedure
biolink:Activity,biolink:related_to,biolink:BiologicalEntity
biolink:ChemicalSubstance,biolink:has_attribute,biolink:Agent
biolink:PhysiologicalProcess,biolink:occurs_in,biolink:Agent
biolink:Device,biolink:has_input,biolink:BiologicalEntity
biolink:ChemicalSubstance,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalEntity
biolink:Disease,biolink:located_in,biolink:Agent
biolink:Procedure,biolink:has_input,biolink:Agent
biolink:GeographicLocation,biolink:related_to,biolink:Phenomenon
biolink:ChemicalSubstance,biolink:positively_regulates_entity_to_entity,biolink:DiseaseOrPhenotypicFeature
biolink:Cell,biolink:subclass_of,biolink:PhysiologicalProcess
biolink:AnatomicalEntity,biolink:close_match,biolink:BiologicalEntity
biolink:InformationContentEntity,biolink:disrupts,biolink:Phenomenon
biolink:Phenomenon,biolink:part_of,biolink:NamedThing
biolink:ChemicalSubstance,biolink:occurs_in,biolink:NamedThing
biolink:DiseaseOrPhenotypicFeature,biolink:part_of,biolink:NamedThing
biolink:Device,biolink:affects,biolink:NamedThing
biolink:PhenotypicFeature,biolink:close_match,biolink:BiologicalEntity
biolink:MolecularEntity,biolink:related_to,biolink:GeographicLocation
biolink:Device,biolink:related_to,biolink:Drug
biolink:Gene,biolink:related_to,biolink:Drug
biolink:BiologicalProcessOrActivity,biolink:related_to,biolink:MolecularEntity
biolink:Device,biolink:related_to,biolink:BiologicalEntity
biolink:MolecularEntity,biolink:has_input,biolink:BiologicalEntity
biolink:ChemicalSubstance,biolink:derives_into,biolink:BiologicalEntity
biolink:AnatomicalEntity,biolink:related_to,biolink:Agent
biolink:Cell,biolink:related_to,biolink:Agent
biolink:ClinicalIntervention,biolink:close_match,biolink:Agent
biolink:AnatomicalEntity,biolink:related_to,biolink:Protein
biolink:Procedure,biolink:coexists_with,biolink:Protein
biolink:MolecularEntity,biolink:part_of,biolink:Procedure
biolink:NamedThing,biolink:physically_interacts_with,biolink:Procedure
biolink:MolecularEntity,biolink:produces,biolink:Procedure
biolink:PhysiologicalProcess,biolink:coexists_with,biolink:BiologicalProcess
biolink:PhysiologicalProcess,biolink:affects,biolink:BiologicalProcess
biolink:PhysiologicalProcess,biolink:subclass_of,biolink:BiologicalProcess
biolink:NamedThing,biolink:related_to,biolink:BiologicalProcess
biolink:NamedThing,biolink:subclass_of,biolink:BiologicalProcess
biolink:Phenomenon,biolink:biomarker_for,biolink:BiologicalEntity
biolink:PhysiologicalProcess,biolink:biomarker_for,biolink:BiologicalEntity
biolink:InformationContentEntity,biolink:treats,biolink:BiologicalEntity
biolink:DiseaseOrPhenotypicFeature,biolink:manifestation_of,biolink:BiologicalEntity
biolink:PathologicalProcess,biolink:interacts_with,biolink:BiologicalEntity
biolink:PhysiologicalProcess,biolink:biomarker_for,biolink:NamedThing
biolink:PhysiologicalProcess,biolink:related_to,biolink:BiologicalProcessOrActivity
biolink:BiologicalProcessOrActivity,biolink:related_to,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:coexists_with,biolink:BiologicalProcessOrActivity
biolink:MolecularEntity,biolink:physically_interacts_with,biolink:InformationContentEntity
biolink:GenomicEntity,biolink:physically_interacts_with,biolink:InformationContentEntity
biolink:Cell,biolink:physically_interacts_with,biolink:InformationContentEntity
biolink:Gene,biolink:positively_regulates_entity_to_entity,biolink:InformationContentEntity
biolink:Protein,biolink:positively_regulates_entity_to_entity,biolink:InformationContentEntity
biolink:BiologicalProcessOrActivity,biolink:related_to,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:subclass_of,biolink:BiologicalProcessOrActivity
biolink:BiologicalProcessOrActivity,biolink:subclass_of,biolink:BiologicalProcessOrActivity
biolink:Device,biolink:causes,biolink:Procedure
biolink:Device,biolink:prevents,biolink:Procedure
biolink:Protein,biolink:physically_interacts_with,biolink:BiologicalEntity
biolink:InformationContentEntity,biolink:quantifier_qualifier,biolink:BiologicalEntity
biolink:Activity,biolink:affects,biolink:Protein
biolink:Activity,biolink:close_match,biolink:MolecularActivity
biolink:MolecularActivity,biolink:located_in,biolink:InformationContentEntity
biolink:OrganismalEntity,biolink:related_to,biolink:PhysiologicalProcess
biolink:OrganismalEntity,biolink:close_match,biolink:OrganismalEntity
biolink:ChemicalSubstance,biolink:affects,biolink:OrganismalEntity
biolink:Cell,biolink:part_of,biolink:OrganismalEntity
biolink:NamedThing,biolink:part_of,biolink:OrganismalEntity
biolink:IndividualOrganism,biolink:physically_interacts_with,biolink:OrganismalEntity
biolink:ChemicalSubstance,biolink:located_in,biolink:OrganismalEntity
biolink:ChemicalSubstance,biolink:part_of,biolink:OrganismalEntity
biolink:GenomicEntity,biolink:part_of,biolink:OrganismalEntity
biolink:MolecularEntity,biolink:part_of,biolink:OrganismalEntity
biolink:NamedThing,biolink:subclass_of,biolink:OrganismalEntity
biolink:MolecularActivity,biolink:close_match,biolink:Procedure
biolink:GrossAnatomicalStructure,biolink:disrupts,biolink:Activity
biolink:InformationContentEntity,biolink:produces,biolink:InformationContentEntity
biolink:PhysiologicalProcess,biolink:produces,biolink:InformationContentEntity
biolink:InformationContentEntity,biolink:biomarker_for,biolink:NamedThing
biolink:Procedure,biolink:interacts_with,biolink:NamedThing
biolink:BiologicalEntity,biolink:predisposes,biolink:NamedThing
biolink:GrossAnatomicalStructure,biolink:affects,biolink:NamedThing
biolink:BiologicalEntity,biolink:treats,biolink:NamedThing
biolink:GenomicEntity,biolink:treats,biolink:NamedThing
biolink:NamedThing,biolink:prevents,biolink:NamedThing
biolink:Drug,biolink:prevents,biolink:NamedThing
biolink:Phenomenon,biolink:predisposes,biolink:NamedThing
biolink:Phenomenon,biolink:produces,biolink:Protein
biolink:ChemicalSubstance,biolink:physically_interacts_with,biolink:InformationContentEntity
biolink:Device,biolink:close_match,biolink:Protein
biolink:Device,biolink:has_input,biolink:Protein
biolink:Metabolite,biolink:located_in,biolink:NamedThing
biolink:ClinicalModifier,biolink:close_match,biolink:NamedThing
biolink:Protein,biolink:subclass_of,biolink:InformationContentEntity
biolink:Agent,biolink:produces,biolink:NamedThing
biolink:PhenotypicFeature,biolink:close_match,biolink:Carbohydrate
biolink:NamedThing,biolink:close_match,biolink:Carbohydrate
biolink:IndividualOrganism,biolink:part_of,biolink:NamedThing
biolink:MolecularActivity,biolink:treats,biolink:NamedThing
biolink:DiseaseOrPhenotypicFeature,biolink:affects,biolink:GenomicEntity
biolink:Activity,biolink:close_match,biolink:CellularComponent
biolink:Phenomenon,biolink:related_to,biolink:BiologicalEntity
biolink:BiologicalProcessOrActivity,biolink:causes,biolink:Phenomenon
biolink:BiologicalProcessOrActivity,biolink:subclass_of,biolink:Phenomenon
biolink:DiseaseOrPhenotypicFeature,biolink:occurs_in,biolink:OrganismalEntity
biolink:Disease,biolink:affects,biolink:OrganismalEntity
biolink:Procedure,biolink:affects,biolink:OrganismalEntity
biolink:PhysiologicalProcess,biolink:occurs_in,biolink:OrganismalEntity
biolink:Phenomenon,biolink:occurs_in,biolink:OrganismalEntity
biolink:PhysiologicalProcess,biolink:affects,biolink:OrganismalEntity
biolink:Disease,biolink:occurs_in,biolink:OrganismalEntity
biolink:IndividualOrganism,biolink:close_match,biolink:InformationContentEntity
biolink:MolecularActivity,biolink:coexists_with,biolink:IndividualOrganism
biolink:AnatomicalEntity,biolink:coexists_with,biolink:IndividualOrganism
biolink:NamedThing,biolink:precedes,biolink:IndividualOrganism
biolink:MolecularEntity,biolink:causes,biolink:IndividualOrganism
biolink:Disease,biolink:causes,biolink:IndividualOrganism
biolink:PathologicalProcess,biolink:causes,biolink:IndividualOrganism
biolink:Disease,biolink:manifestation_of,biolink:IndividualOrganism
biolink:PathologicalProcess,biolink:manifestation_of,biolink:IndividualOrganism
biolink:Procedure,biolink:positively_regulates_entity_to_entity,biolink:IndividualOrganism
biolink:Disease,biolink:physically_interacts_with,biolink:Protein
biolink:DiseaseOrPhenotypicFeature,biolink:subclass_of,biolink:GenomicEntity
biolink:IndividualOrganism,biolink:produces,biolink:Cell
biolink:PopulationOfIndividualOrganisms,biolink:produces,biolink:Cell
biolink:NamedThing,biolink:close_match,biolink:BiologicalEntity
biolink:PathologicalProcess,biolink:occurs_in,biolink:BiologicalEntity
biolink:Device,biolink:precedes,biolink:PhysiologicalProcess
biolink:Phenomenon,biolink:related_to,biolink:GeographicLocation
biolink:GrossAnatomicalStructure,biolink:related_to,biolink:BiologicalEntity
biolink:InformationContentEntity,biolink:close_match,biolink:GenomicEntity
biolink:GenomicEntity,biolink:physically_interacts_with,biolink:OrganismalEntity
biolink:PhysiologicalProcess,biolink:related_to,biolink:OrganismalEntity
biolink:Cell,biolink:located_in,biolink:Protein
biolink:Gene,biolink:positively_regulates,biolink:Protein
biolink:ChemicalSubstance,biolink:positively_regulates,biolink:Protein
biolink:MolecularEntity,biolink:positively_regulates,biolink:Protein
biolink:Protein,biolink:positively_regulates,biolink:Protein
biolink:NamedThing,biolink:causes,biolink:Protein
biolink:MolecularActivity,biolink:causes,biolink:Protein
biolink:Gene,biolink:affects,biolink:Protein
biolink:GenomicEntity,biolink:affects,biolink:Protein
biolink:Gene,biolink:disrupts,biolink:Protein
biolink:ChemicalSubstance,biolink:disrupts,biolink:Protein
biolink:MolecularEntity,biolink:disrupts,biolink:Protein
biolink:PhysiologicalProcess,biolink:disrupts,biolink:Protein
biolink:MolecularEntity,biolink:precedes,biolink:NamedThing
biolink:GrossAnatomicalStructure,biolink:part_of,biolink:OrganismalEntity
biolink:AnatomicalEntity,biolink:part_of,biolink:OrganismalEntity
biolink:MolecularEntity,biolink:located_in,biolink:OrganismalEntity
biolink:GenomicEntity,biolink:located_in,biolink:OrganismalEntity
biolink:Gene,biolink:located_in,biolink:OrganismalEntity
biolink:PopulationOfIndividualOrganisms,biolink:physically_interacts_with,biolink:OrganismalEntity
biolink:NamedThing,biolink:occurs_in,biolink:OrganismalEntity
biolink:PathologicalProcess,biolink:occurs_in,biolink:OrganismalEntity
biolink:InformationContentEntity,biolink:occurs_in,biolink:OrganismalEntity
biolink:IndividualOrganism,biolink:occurs_in,biolink:OrganismalEntity
biolink:Activity,biolink:occurs_in,biolink:OrganismalEntity
biolink:DiseaseOrPhenotypicFeature,biolink:affects,biolink:OrganismalEntity
biolink:IndividualOrganism,biolink:affects,biolink:OrganismalEntity
biolink:Procedure,biolink:treats,biolink:OrganismalEntity
biolink:Activity,biolink:treats,biolink:OrganismalEntity
biolink:ChemicalSubstance,biolink:treats,biolink:OrganismalEntity
biolink:NamedThing,biolink:treats,biolink:OrganismalEntity
biolink:Device,biolink:treats,biolink:OrganismalEntity
biolink:MolecularEntity,biolink:treats,biolink:OrganismalEntity
biolink:NamedThing,biolink:related_to,biolink:OrganismalEntity
biolink:Agent,biolink:related_to,biolink:OrganismalEntity
biolink:Disease,biolink:subclass_of,biolink:MolecularActivity
biolink:DiseaseOrPhenotypicFeature,biolink:has_input,biolink:PhysiologicalProcess
biolink:MolecularActivity,biolink:related_to,biolink:BiologicalEntity
biolink:InformationContentEntity,biolink:has_input,biolink:BiologicalEntity
biolink:InformationContentEntity,biolink:subclass_of,biolink:Device
biolink:MolecularEntity,biolink:has_attribute,biolink:Procedure
biolink:Agent,biolink:subclass_of,biolink:BiologicalEntity
biolink:PopulationOfIndividualOrganisms,biolink:has_input,biolink:IndividualOrganism
biolink:IndividualOrganism,biolink:subclass_of,biolink:MolecularActivity
biolink:PhysiologicalProcess,biolink:predisposes,biolink:BiologicalEntity
biolink:Procedure,biolink:negatively_regulates_entity_to_entity,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:negatively_regulates_entity_to_entity,biolink:Protein
biolink:Device,biolink:subclass_of,biolink:IndividualOrganism
biolink:GenomicEntity,biolink:negatively_regulates_entity_to_entity,biolink:CellularComponent
biolink:Metabolite,biolink:located_in,biolink:BiologicalEntity
biolink:IndividualOrganism,biolink:affects,biolink:Protein
biolink:Agent,biolink:close_match,biolink:AnatomicalEntity
biolink:Agent,biolink:close_match,biolink:GrossAnatomicalStructure
biolink:PhysicalEntity,biolink:related_to,biolink:Activity
biolink:Device,biolink:subclass_of,biolink:GrossAnatomicalStructure
biolink:Protein,biolink:close_match,biolink:Device
biolink:MolecularActivity,biolink:subclass_of,biolink:BiologicalProcessOrActivity
biolink:Disease,biolink:related_to,biolink:BiologicalProcessOrActivity
biolink:DiseaseOrPhenotypicFeature,biolink:related_to,biolink:BiologicalProcessOrActivity
biolink:PathologicalProcess,biolink:related_to,biolink:BiologicalProcessOrActivity
biolink:PhysiologicalProcess,biolink:coexists_with,biolink:BiologicalProcessOrActivity
biolink:Disease,biolink:coexists_with,biolink:BiologicalProcessOrActivity
biolink:MolecularActivity,biolink:coexists_with,biolink:BiologicalProcessOrActivity
biolink:InformationContentEntity,biolink:coexists_with,biolink:BiologicalProcessOrActivity
biolink:Activity,biolink:coexists_with,biolink:BiologicalProcessOrActivity
biolink:Phenomenon,biolink:coexists_with,biolink:BiologicalProcessOrActivity
biolink:PathologicalProcess,biolink:coexists_with,biolink:BiologicalProcessOrActivity
biolink:IndividualOrganism,biolink:coexists_with,biolink:BiologicalProcessOrActivity
biolink:Procedure,biolink:coexists_with,biolink:BiologicalProcessOrActivity
biolink:PhysiologicalProcess,biolink:precedes,biolink:BiologicalProcessOrActivity
biolink:PathologicalProcess,biolink:precedes,biolink:BiologicalProcessOrActivity
biolink:DiseaseOrPhenotypicFeature,biolink:precedes,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:precedes,biolink:BiologicalProcessOrActivity
biolink:Procedure,biolink:precedes,biolink:BiologicalProcessOrActivity
biolink:ChemicalSubstance,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:MolecularEntity,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:GenomicEntity,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:Gene,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:BiologicalEntity,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:Protein,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:Procedure,biolink:quantifier_qualifier,biolink:BiologicalProcessOrActivity
biolink:InformationContentEntity,biolink:quantifier_qualifier,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:quantifier_qualifier,biolink:BiologicalProcessOrActivity
biolink:Gene,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:MolecularEntity,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:ChemicalSubstance,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:GenomicEntity,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:Protein,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:PhysiologicalProcess,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:MolecularActivity,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:Phenomenon,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:Gene,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:MolecularEntity,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:GenomicEntity,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:Protein,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:Disease,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:Phenomenon,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:PhysiologicalProcess,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:CellularComponent,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:PathologicalProcess,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:Procedure,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:IndividualOrganism,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:BiologicalProcessOrActivity,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:MolecularActivity,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:BiologicalEntity,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:DiseaseOrPhenotypicFeature,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:InformationContentEntity,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:Cell,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:Activity,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:AnatomicalEntity,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:Disease,biolink:manifestation_of,biolink:BiologicalProcessOrActivity
biolink:BiologicalEntity,biolink:manifestation_of,biolink:BiologicalProcessOrActivity
biolink:InformationContentEntity,biolink:manifestation_of,biolink:BiologicalProcessOrActivity
biolink:PathologicalProcess,biolink:manifestation_of,biolink:BiologicalProcessOrActivity
biolink:PhysiologicalProcess,biolink:manifestation_of,biolink:BiologicalProcessOrActivity
biolink:Phenomenon,biolink:manifestation_of,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:manifestation_of,biolink:BiologicalProcessOrActivity
biolink:ChemicalSubstance,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:MolecularEntity,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:Gene,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:GenomicEntity,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:Protein,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:Disease,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:PathologicalProcess,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:PhysiologicalProcess,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:MolecularActivity,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:Procedure,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:BiologicalEntity,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:Activity,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:Gene,biolink:positively_regulates_entity_to_entity,biolink:BiologicalProcessOrActivity
biolink:MolecularEntity,biolink:positively_regulates_entity_to_entity,biolink:BiologicalProcessOrActivity
biolink:GenomicEntity,biolink:positively_regulates_entity_to_entity,biolink:BiologicalProcessOrActivity
biolink:ChemicalSubstance,biolink:positively_regulates_entity_to_entity,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:positively_regulates_entity_to_entity,biolink:BiologicalProcessOrActivity
biolink:Protein,biolink:positively_regulates_entity_to_entity,biolink:BiologicalProcessOrActivity
biolink:MolecularActivity,biolink:positively_regulates_entity_to_entity,biolink:BiologicalProcessOrActivity
biolink:Procedure,biolink:coexists_with,biolink:MolecularActivity
biolink:GenomicEntity,biolink:coexists_with,biolink:MolecularActivity
biolink:GrossAnatomicalStructure,biolink:affects,biolink:MolecularActivity
biolink:MolecularEntity,biolink:interacts_with,biolink:MolecularActivity
biolink:ChemicalSubstance,biolink:related_to,biolink:BiologicalProcessOrActivity
biolink:BiologicalEntity,biolink:subclass_of,biolink:BiologicalProcessOrActivity
biolink:Phenomenon,biolink:precedes,biolink:MolecularActivity
biolink:BiologicalEntity,biolink:causes,biolink:MolecularActivity
biolink:ChemicalSubstance,biolink:negatively_regulates_entity_to_entity,biolink:MolecularActivity
biolink:MolecularEntity,biolink:negatively_regulates_entity_to_entity,biolink:MolecularActivity
biolink:DiseaseOrPhenotypicFeature,biolink:quantifier_qualifier,biolink:GenomicEntity
biolink:NamedThing,biolink:precedes,biolink:Protein
biolink:Procedure,biolink:close_match,biolink:BiologicalEntity
biolink:NamedThing,biolink:occurs_in,biolink:BiologicalEntity
biolink:IndividualOrganism,biolink:coexists_with,biolink:BiologicalEntity
biolink:BiologicalEntity,biolink:affects,biolink:BiologicalEntity
biolink:MolecularActivity,biolink:treats,biolink:BiologicalEntity
biolink:Device,biolink:prevents,biolink:BiologicalEntity
biolink:GrossAnatomicalStructure,biolink:located_in,biolink:BiologicalEntity
biolink:IndividualOrganism,biolink:occurs_in,biolink:BiologicalEntity
biolink:Phenomenon,biolink:occurs_in,biolink:BiologicalEntity
biolink:IndividualOrganism,biolink:affects,biolink:BiologicalEntity
biolink:GenomicEntity,biolink:treats,biolink:BiologicalEntity
biolink:Procedure,biolink:interacts_with,biolink:BiologicalEntity
biolink:Activity,biolink:biomarker_for,biolink:NamedThing
biolink:IndividualOrganism,biolink:related_to,biolink:MolecularActivity
biolink:BiologicalProcessOrActivity,biolink:precedes,biolink:MolecularActivity
biolink:BiologicalEntity,biolink:produces,biolink:Device
biolink:ChemicalSubstance,biolink:subclass_of,biolink:MolecularActivity
biolink:InformationContentEntity,biolink:coexists_with,biolink:MolecularEntity
biolink:Activity,biolink:related_to,biolink:Protein
biolink:Cell,biolink:related_to,biolink:Device
biolink:MolecularActivity,biolink:produces,biolink:InformationContentEntity
biolink:PhysiologicalProcess,biolink:disrupts,biolink:Phenomenon
biolink:Agent,biolink:related_to,biolink:AnatomicalEntity
biolink:Phenomenon,biolink:affects,biolink:OrganismalEntity
biolink:Disease,biolink:located_in,biolink:OrganismalEntity
biolink:GeographicLocation,biolink:subclass_of,biolink:Agent
biolink:Device,biolink:biomarker_for,biolink:PhysiologicalProcess
biolink:OrganismalEntity,biolink:located_in,biolink:Disease
biolink:ChemicalSubstance,biolink:located_in,biolink:Phenomenon
biolink:MolecularEntity,biolink:located_in,biolink:Phenomenon
biolink:IndividualOrganism,biolink:occurs_in,biolink:Phenomenon
biolink:InformationContentEntity,biolink:occurs_in,biolink:Phenomenon
biolink:DiseaseOrPhenotypicFeature,biolink:occurs_in,biolink:Phenomenon
biolink:Phenomenon,biolink:occurs_in,biolink:Phenomenon
biolink:GenomicEntity,biolink:located_in,biolink:Phenomenon
biolink:BiologicalEntity,biolink:predisposes,biolink:BiologicalEntity
biolink:MolecularActivity,biolink:physically_interacts_with,biolink:Protein
biolink:ChemicalSubstance,biolink:derives_into,biolink:CellularComponent
biolink:PopulationOfIndividualOrganisms,biolink:physically_interacts_with,biolink:ChemicalSubstance
biolink:OrganismalEntity,biolink:related_to,biolink:NamedThing
biolink:GrossAnatomicalStructure,biolink:subclass_of,biolink:IndividualOrganism
biolink:Procedure,biolink:precedes,biolink:Phenomenon
biolink:Gene,biolink:located_in,biolink:Procedure
biolink:BiologicalEntity,biolink:positively_regulates_entity_to_entity,biolink:Protein
biolink:PhenotypicFeature,biolink:same_as,biolink:Procedure
biolink:InformationContentEntity,biolink:related_to,biolink:BiologicalEntity
biolink:IndividualOrganism,biolink:related_to,biolink:BiologicalEntity
biolink:DiseaseOrPhenotypicFeature,biolink:occurs_in,biolink:BiologicalEntity
biolink:Activity,biolink:occurs_in,biolink:BiologicalEntity
biolink:BiologicalEntity,biolink:occurs_in,biolink:BiologicalEntity
biolink:MolecularActivity,biolink:coexists_with,biolink:Protein
biolink:Protein,biolink:coexists_with,biolink:BiologicalEntity
biolink:NamedThing,biolink:quantifier_qualifier,biolink:BiologicalEntity
biolink:Disease,biolink:produces,biolink:BiologicalEntity
biolink:Protein,biolink:produces,biolink:BiologicalEntity
biolink:GenomicEntity,biolink:produces,biolink:BiologicalEntity
biolink:PhysiologicalProcess,biolink:produces,biolink:BiologicalEntity
biolink:PathologicalProcess,biolink:produces,biolink:BiologicalEntity
biolink:NamedThing,biolink:produces,biolink:BiologicalEntity
biolink:Phenomenon,biolink:produces,biolink:BiologicalEntity
biolink:BiologicalProcessOrActivity,biolink:produces,biolink:BiologicalEntity
biolink:BiologicalEntity,biolink:produces,biolink:BiologicalEntity
biolink:ChemicalSubstance,biolink:produces,biolink:BiologicalEntity
biolink:IndividualOrganism,biolink:produces,biolink:BiologicalEntity
biolink:InformationContentEntity,biolink:produces,biolink:BiologicalEntity
biolink:Protein,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalEntity
biolink:GenomicEntity,biolink:derives_into,biolink:BiologicalEntity
biolink:MolecularEntity,biolink:derives_into,biolink:BiologicalEntity
