subject,predicate,object
biolink:Phenomenon,biolink:quantifier_qualifier,biolink:PhysiologicalProcess
biolink:Gene,biolink:quantifier_qualifier,biolink:BiologicalProcess
biolink:Gene,biolink:quantifier_qualifier,biolink:PhysiologicalProcess
biolink:GenomicEntity,biolink:quantifier_qualifier,biolink:BiologicalProcess
biolink:GenomicEntity,biolink:quantifier_qualifier,biolink:PhysiologicalProcess
biolink:Protein,biolink:quantifier_qualifier,biolink:BiologicalProcess
biolink:Protein,biolink:quantifier_qualifier,biolink:PhysiologicalProcess
biolink:OrganismTaxon,biolink:quantifier_qualifier,biolink:NamedThing
biolink:OrganismTaxon,biolink:quantifier_qualifier,biolink:BiologicalEntity
biolink:OrganismTaxon,biolink:quantifier_qualifier,biolink:BiologicalProcess
biolink:OrganismTaxon,biolink:quantifier_qualifier,biolink:BiologicalProcessOrActivity
biolink:OrganismTaxon,biolink:quantifier_qualifier,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:biomarker_for,biolink:IndividualOrganism
biolink:Disease,biolink:biomarker_for,biolink:IndividualOrganism
biolink:DiseaseOrPhenotypicFeature,biolink:biomarker_for,biolink:IndividualOrganism
biolink:PhenotypicFeature,biolink:biomarker_for,biolink:IndividualOrganism
biolink:BiologicalProcess,biolink:correlated_with,biolink:Phenomenon
biolink:BiologicalProcessOrActivity,biolink:correlated_with,biolink:Phenomenon
biolink:PhysiologicalProcess,biolink:correlated_with,biolink:Phenomenon
biolink:Procedure,biolink:has_input,biolink:IndividualOrganism
biolink:Disease,biolink:subclass_of,biolink:OrganismTaxon
biolink:DiseaseOrPhenotypicFeature,biolink:subclass_of,biolink:OrganismTaxon
biolink:PhenotypicFeature,biolink:subclass_of,biolink:OrganismTaxon
biolink:InformationContentEntity,biolink:related_to,biolink:OrganismTaxon
biolink:MolecularEntity,biolink:coexists_with,biolink:OrganismTaxon
biolink:ChemicalSubstance,biolink:coexists_with,biolink:OrganismTaxon
biolink:Drug,biolink:coexists_with,biolink:OrganismTaxon
biolink:Gene,biolink:coexists_with,biolink:OrganismTaxon
biolink:GenomicEntity,biolink:coexists_with,biolink:OrganismTaxon
biolink:Protein,biolink:coexists_with,biolink:OrganismTaxon
biolink:AnatomicalEntity,biolink:coexists_with,biolink:OrganismTaxon
biolink:BiologicalProcess,biolink:coexists_with,biolink:OrganismTaxon
biolink:BiologicalProcessOrActivity,biolink:coexists_with,biolink:OrganismTaxon
biolink:PathologicalProcess,biolink:coexists_with,biolink:OrganismTaxon
biolink:NamedThing,biolink:quantifier_qualifier,biolink:OrganismTaxon
biolink:BiologicalEntity,biolink:quantifier_qualifier,biolink:OrganismTaxon
biolink:Disease,biolink:quantifier_qualifier,biolink:OrganismTaxon
biolink:DiseaseOrPhenotypicFeature,biolink:quantifier_qualifier,biolink:OrganismTaxon
biolink:PhenotypicFeature,biolink:quantifier_qualifier,biolink:OrganismTaxon
biolink:Procedure,biolink:quantifier_qualifier,biolink:OrganismTaxon
biolink:AnatomicalEntity,biolink:quantifier_qualifier,biolink:OrganismTaxon
biolink:OrganismalEntity,biolink:quantifier_qualifier,biolink:OrganismTaxon
biolink:NamedThing,biolink:produces,biolink:OrganismTaxon
biolink:BiologicalEntity,biolink:produces,biolink:OrganismTaxon
biolink:MolecularEntity,biolink:produces,biolink:OrganismTaxon
biolink:Gene,biolink:produces,biolink:OrganismTaxon
biolink:GenomicEntity,biolink:produces,biolink:OrganismTaxon
biolink:Protein,biolink:produces,biolink:OrganismTaxon
biolink:AnatomicalEntity,biolink:produces,biolink:OrganismTaxon
biolink:OrganismalEntity,biolink:produces,biolink:OrganismTaxon
biolink:Cell,biolink:produces,biolink:OrganismTaxon
biolink:BiologicalProcess,biolink:produces,biolink:OrganismTaxon
biolink:BiologicalProcessOrActivity,biolink:produces,biolink:OrganismTaxon
biolink:PhysiologicalProcess,biolink:produces,biolink:OrganismTaxon
biolink:CellularComponent,biolink:produces,biolink:OrganismTaxon
biolink:Disease,biolink:produces,biolink:OrganismTaxon
biolink:DiseaseOrPhenotypicFeature,biolink:produces,biolink:OrganismTaxon
biolink:PhenotypicFeature,biolink:produces,biolink:OrganismTaxon
biolink:GrossAnatomicalStructure,biolink:produces,biolink:OrganismTaxon
biolink:OntologyClass,biolink:produces,biolink:OrganismTaxon
biolink:NamedThing,biolink:negatively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:BiologicalEntity,biolink:negatively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:MolecularEntity,biolink:negatively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:GenomicEntity,biolink:negatively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:ChemicalSubstance,biolink:negatively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:Drug,biolink:negatively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:Gene,biolink:negatively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:Protein,biolink:negatively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:NamedThing,biolink:positively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:BiologicalEntity,biolink:positively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:MolecularEntity,biolink:positively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:AnatomicalEntity,biolink:positively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:OrganismalEntity,biolink:positively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:GenomicEntity,biolink:positively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:RNAProduct,biolink:positively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:Transcript,biolink:positively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:Gene,biolink:positively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:Protein,biolink:positively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:OntologyClass,biolink:positively_regulates_entity_to_entity,biolink:OrganismTaxon
biolink:AdministrativeEntity,biolink:affects,biolink:OrganismTaxon
biolink:Agent,biolink:affects,biolink:OrganismTaxon
biolink:InformationContentEntity,biolink:prevents,biolink:OrganismTaxon
biolink:Activity,biolink:prevents,biolink:OrganismTaxon
biolink:NamedThing,biolink:correlated_with,biolink:OrganismTaxon
biolink:BiologicalEntity,biolink:correlated_with,biolink:OrganismTaxon
biolink:BiologicalProcess,biolink:correlated_with,biolink:OrganismTaxon
biolink:BiologicalProcessOrActivity,biolink:correlated_with,biolink:OrganismTaxon
biolink:PathologicalProcess,biolink:correlated_with,biolink:OrganismTaxon
biolink:Cell,biolink:subclass_of,biolink:BiologicalProcess
biolink:Cell,biolink:subclass_of,biolink:BiologicalProcessOrActivity
biolink:Cell,biolink:subclass_of,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:related_to,biolink:GeographicLocation
biolink:BiologicalEntity,biolink:related_to,biolink:PlanetaryEntity
biolink:BiologicalProcess,biolink:related_to,biolink:GeographicLocation
biolink:BiologicalProcess,biolink:related_to,biolink:PlanetaryEntity
biolink:BiologicalProcessOrActivity,biolink:related_to,biolink:GeographicLocation
biolink:BiologicalProcessOrActivity,biolink:related_to,biolink:PlanetaryEntity
biolink:PhysiologicalProcess,biolink:related_to,biolink:GeographicLocation
biolink:PhysiologicalProcess,biolink:related_to,biolink:PlanetaryEntity
biolink:Gene,biolink:part_of,biolink:PathologicalProcess
biolink:GenomicEntity,biolink:part_of,biolink:PathologicalProcess
biolink:Protein,biolink:part_of,biolink:PathologicalProcess
biolink:MolecularEntity,biolink:biomarker_for,biolink:Phenomenon
biolink:GenomicEntity,biolink:biomarker_for,biolink:Phenomenon
biolink:NamedThing,biolink:correlated_with,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:correlated_with,biolink:PhysiologicalProcess
biolink:Disease,biolink:correlated_with,biolink:PhysiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:correlated_with,biolink:PhysiologicalProcess
biolink:PhenotypicFeature,biolink:correlated_with,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:subclass_of,biolink:PhysicalEntity
biolink:AnatomicalEntity,biolink:subclass_of,biolink:PhysicalEntity
biolink:OrganismalEntity,biolink:subclass_of,biolink:PhysicalEntity
biolink:CellularComponent,biolink:located_in,biolink:PhysicalEntity
biolink:Procedure,biolink:participates_in,biolink:BiologicalProcess
biolink:Procedure,biolink:participates_in,biolink:PhysiologicalProcess
biolink:PhysiologicalProcess,biolink:subclass_of,biolink:IndividualOrganism
biolink:Phenomenon,biolink:precedes,biolink:PathologicalProcess
biolink:PopulationOfIndividualOrganisms,biolink:related_to,biolink:BiologicalProcess
biolink:PopulationOfIndividualOrganisms,biolink:related_to,biolink:BiologicalProcessOrActivity
biolink:PopulationOfIndividualOrganisms,biolink:related_to,biolink:PhysiologicalProcess
biolink:IndividualOrganism,biolink:quantifier_qualifier,biolink:NamedThing
biolink:IndividualOrganism,biolink:quantifier_qualifier,biolink:BiologicalEntity
biolink:IndividualOrganism,biolink:quantifier_qualifier,biolink:BiologicalProcess
biolink:IndividualOrganism,biolink:quantifier_qualifier,biolink:BiologicalProcessOrActivity
biolink:IndividualOrganism,biolink:quantifier_qualifier,biolink:PhysiologicalProcess
biolink:InformationContentEntity,biolink:correlated_with,biolink:PhysiologicalProcess
biolink:PhysicalEntity,biolink:related_to,biolink:Activity
biolink:Activity,biolink:quantifier_qualifier,biolink:Activity
biolink:InformationContentEntity,biolink:quantifier_qualifier,biolink:Activity
biolink:MolecularEntity,biolink:precedes,biolink:Activity
biolink:GenomicEntity,biolink:precedes,biolink:Activity
biolink:PopulationOfIndividualOrganisms,biolink:produces,biolink:Procedure
biolink:PhysicalEntity,biolink:quantifier_qualifier,biolink:NamedThing
biolink:PhysicalEntity,biolink:quantifier_qualifier,biolink:BiologicalEntity
biolink:PhysicalEntity,biolink:quantifier_qualifier,biolink:BiologicalProcess
biolink:PhysicalEntity,biolink:quantifier_qualifier,biolink:BiologicalProcessOrActivity
biolink:PhysicalEntity,biolink:quantifier_qualifier,biolink:PhysiologicalProcess
biolink:GrossAnatomicalStructure,biolink:treats,biolink:InformationContentEntity
biolink:Phenomenon,biolink:close_match,biolink:Cell
biolink:Cell,biolink:related_to,biolink:Phenomenon
biolink:Cell,biolink:subclass_of,biolink:Phenomenon
biolink:QuantityValue,biolink:subclass_of,biolink:Disease
biolink:QuantityValue,biolink:subclass_of,biolink:DiseaseOrPhenotypicFeature
biolink:QuantityValue,biolink:subclass_of,biolink:PhenotypicFeature
biolink:QuantityValue,biolink:has_input,biolink:NamedThing
biolink:QuantityValue,biolink:has_input,biolink:BiologicalEntity
biolink:QuantityValue,biolink:has_input,biolink:ChemicalSubstance
biolink:QuantityValue,biolink:has_input,biolink:Drug
biolink:QuantityValue,biolink:has_input,biolink:MolecularEntity
biolink:OrganismTaxon,biolink:subclass_of,biolink:Phenomenon
biolink:QuantityValue,biolink:subclass_of,biolink:Activity
biolink:ChemicalSubstance,biolink:in_taxon,biolink:NamedThing
biolink:Drug,biolink:in_taxon,biolink:NamedThing
biolink:PopulationOfIndividualOrganisms,biolink:quantifier_qualifier,biolink:NamedThing
biolink:PopulationOfIndividualOrganisms,biolink:quantifier_qualifier,biolink:BiologicalEntity
biolink:PopulationOfIndividualOrganisms,biolink:quantifier_qualifier,biolink:BiologicalProcess
biolink:PopulationOfIndividualOrganisms,biolink:quantifier_qualifier,biolink:BiologicalProcessOrActivity
biolink:PopulationOfIndividualOrganisms,biolink:quantifier_qualifier,biolink:PhysiologicalProcess
biolink:PopulationOfIndividualOrganisms,biolink:part_of,biolink:NamedThing
biolink:PopulationOfIndividualOrganisms,biolink:part_of,biolink:BiologicalEntity
biolink:PopulationOfIndividualOrganisms,biolink:part_of,biolink:BiologicalProcess
biolink:PopulationOfIndividualOrganisms,biolink:part_of,biolink:BiologicalProcessOrActivity
biolink:PopulationOfIndividualOrganisms,biolink:part_of,biolink:PhysiologicalProcess
biolink:BiologicalProcessOrActivity,biolink:physically_interacts_with,biolink:Procedure
biolink:MolecularActivity,biolink:physically_interacts_with,biolink:Procedure
biolink:Activity,biolink:subclass_of,biolink:OrganismTaxon
biolink:PopulationOfIndividualOrganisms,biolink:subclass_of,biolink:OrganismTaxon
biolink:AdministrativeEntity,biolink:subclass_of,biolink:OrganismTaxon
biolink:Agent,biolink:subclass_of,biolink:OrganismTaxon
biolink:Activity,biolink:physically_interacts_with,biolink:OrganismTaxon
biolink:AdministrativeEntity,biolink:physically_interacts_with,biolink:OrganismTaxon
biolink:Agent,biolink:physically_interacts_with,biolink:OrganismTaxon
biolink:OntologyClass,biolink:close_match,biolink:OrganismTaxon
biolink:QuantityValue,biolink:close_match,biolink:OrganismTaxon
biolink:AdministrativeEntity,biolink:related_to,biolink:OrganismTaxon
biolink:Agent,biolink:related_to,biolink:OrganismTaxon
biolink:Activity,biolink:related_to,biolink:OrganismTaxon
biolink:GeneFamily,biolink:affects,biolink:OrganismTaxon
biolink:GrossAnatomicalStructure,biolink:affects,biolink:OrganismTaxon
biolink:OrganismTaxon,biolink:affects,biolink:OrganismTaxon
biolink:Device,biolink:affects,biolink:OrganismTaxon
biolink:MolecularActivity,biolink:part_of,biolink:OrganismTaxon
biolink:AdministrativeEntity,biolink:part_of,biolink:OrganismTaxon
biolink:Agent,biolink:part_of,biolink:OrganismTaxon
biolink:OrganismTaxon,biolink:part_of,biolink:OrganismTaxon
biolink:PhysicalEntity,biolink:part_of,biolink:OrganismTaxon
biolink:Phenomenon,biolink:part_of,biolink:OrganismTaxon
biolink:GrossAnatomicalStructure,biolink:located_in,biolink:OrganismTaxon
biolink:InformationContentEntity,biolink:located_in,biolink:OrganismTaxon
biolink:BiologicalProcess,biolink:located_in,biolink:OrganismTaxon
biolink:PhysiologicalProcess,biolink:located_in,biolink:OrganismTaxon
biolink:Phenomenon,biolink:located_in,biolink:OrganismTaxon
biolink:PathologicalProcess,biolink:located_in,biolink:OrganismTaxon
biolink:Cell,biolink:located_in,biolink:OrganismTaxon
biolink:Phenomenon,biolink:occurs_in,biolink:OrganismTaxon
biolink:AdministrativeEntity,biolink:occurs_in,biolink:OrganismTaxon
biolink:Agent,biolink:occurs_in,biolink:OrganismTaxon
biolink:OrganismTaxon,biolink:occurs_in,biolink:OrganismTaxon
biolink:OntologyClass,biolink:occurs_in,biolink:OrganismTaxon
biolink:GrossAnatomicalStructure,biolink:occurs_in,biolink:OrganismTaxon
biolink:PopulationOfIndividualOrganisms,biolink:occurs_in,biolink:OrganismTaxon
biolink:Device,biolink:occurs_in,biolink:OrganismTaxon
biolink:Gene,biolink:occurs_in,biolink:OrganismTaxon
biolink:Protein,biolink:occurs_in,biolink:OrganismTaxon
biolink:CellularComponent,biolink:occurs_in,biolink:OrganismTaxon
biolink:Device,biolink:treats,biolink:OrganismTaxon
biolink:GeneFamily,biolink:treats,biolink:OrganismTaxon
biolink:BiologicalProcess,biolink:treats,biolink:OrganismTaxon
biolink:PhysiologicalProcess,biolink:treats,biolink:OrganismTaxon
biolink:CellularComponent,biolink:treats,biolink:OrganismTaxon
biolink:PopulationOfIndividualOrganisms,biolink:treats,biolink:OrganismTaxon
biolink:OrganismTaxon,biolink:treats,biolink:OrganismTaxon
biolink:GrossAnatomicalStructure,biolink:treats,biolink:OrganismTaxon
biolink:IndividualOrganism,biolink:treats,biolink:OrganismTaxon
biolink:Cell,biolink:treats,biolink:OrganismTaxon
biolink:NamedThing,biolink:derives_from,biolink:OrganismTaxon
biolink:BiologicalEntity,biolink:derives_from,biolink:OrganismTaxon
biolink:MolecularEntity,biolink:derives_from,biolink:OrganismTaxon
biolink:ChemicalSubstance,biolink:in_taxon,biolink:OrganismTaxon
biolink:Drug,biolink:in_taxon,biolink:OrganismTaxon
biolink:AnatomicalEntity,biolink:in_taxon,biolink:OrganismTaxon
biolink:OrganismalEntity,biolink:in_taxon,biolink:OrganismTaxon
biolink:GrossAnatomicalStructure,biolink:in_taxon,biolink:OrganismTaxon
biolink:OntologyClass,biolink:in_taxon,biolink:OrganismTaxon
biolink:Disease,biolink:in_taxon,biolink:OrganismTaxon
biolink:DiseaseOrPhenotypicFeature,biolink:in_taxon,biolink:OrganismTaxon
biolink:PhenotypicFeature,biolink:in_taxon,biolink:OrganismTaxon
biolink:RNAProduct,biolink:in_taxon,biolink:OrganismTaxon
biolink:Transcript,biolink:in_taxon,biolink:OrganismTaxon
biolink:Cell,biolink:in_taxon,biolink:OrganismTaxon
biolink:CellularComponent,biolink:in_taxon,biolink:OrganismTaxon
biolink:BiologicalProcess,biolink:in_taxon,biolink:OrganismTaxon
biolink:BiologicalProcessOrActivity,biolink:in_taxon,biolink:OrganismTaxon
biolink:PhysiologicalProcess,biolink:in_taxon,biolink:OrganismTaxon
biolink:GeneFamily,biolink:in_taxon,biolink:OrganismTaxon
biolink:Procedure,biolink:in_taxon,biolink:OrganismTaxon
biolink:IndividualOrganism,biolink:positively_regulates,biolink:BiologicalProcess
biolink:IndividualOrganism,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:IndividualOrganism,biolink:positively_regulates,biolink:PathologicalProcess
biolink:RNAProduct,biolink:located_in,biolink:IndividualOrganism
biolink:Transcript,biolink:located_in,biolink:IndividualOrganism
biolink:PhysiologicalProcess,biolink:has_phenotype,biolink:NamedThing
biolink:PhysiologicalProcess,biolink:has_phenotype,biolink:BiologicalEntity
biolink:PhysiologicalProcess,biolink:has_phenotype,biolink:Disease
biolink:PhysiologicalProcess,biolink:has_phenotype,biolink:DiseaseOrPhenotypicFeature
biolink:PhysiologicalProcess,biolink:has_phenotype,biolink:PhenotypicFeature
biolink:GeographicLocation,biolink:part_of,biolink:BiologicalProcess
biolink:GeographicLocation,biolink:part_of,biolink:BiologicalProcessOrActivity
biolink:GeographicLocation,biolink:part_of,biolink:PhysiologicalProcess
biolink:PlanetaryEntity,biolink:part_of,biolink:BiologicalProcess
biolink:PlanetaryEntity,biolink:part_of,biolink:BiologicalProcessOrActivity
biolink:PlanetaryEntity,biolink:part_of,biolink:PhysiologicalProcess
biolink:BiologicalProcess,biolink:treats,biolink:InformationContentEntity
biolink:BiologicalProcessOrActivity,biolink:treats,biolink:InformationContentEntity
biolink:PhysiologicalProcess,biolink:treats,biolink:InformationContentEntity
biolink:MolecularActivity,biolink:treats,biolink:InformationContentEntity
biolink:Phenomenon,biolink:treats,biolink:InformationContentEntity
biolink:PathologicalProcess,biolink:treats,biolink:InformationContentEntity
biolink:IndividualOrganism,biolink:treats,biolink:InformationContentEntity
biolink:ClinicalEntity,biolink:subclass_of,biolink:Device
biolink:ClinicalIntervention,biolink:subclass_of,biolink:Device
biolink:GrossAnatomicalStructure,biolink:subclass_of,biolink:PhysiologicalProcess
biolink:BiologicalProcessOrActivity,biolink:physically_interacts_with,biolink:RNAProduct
biolink:BiologicalProcessOrActivity,biolink:physically_interacts_with,biolink:Transcript
biolink:MolecularActivity,biolink:physically_interacts_with,biolink:RNAProduct
biolink:MolecularActivity,biolink:physically_interacts_with,biolink:Transcript
biolink:IndividualOrganism,biolink:physically_interacts_with,biolink:RNAProduct
biolink:IndividualOrganism,biolink:physically_interacts_with,biolink:Transcript
biolink:Procedure,biolink:close_match,biolink:RNAProduct
biolink:Procedure,biolink:close_match,biolink:Transcript
biolink:Procedure,biolink:correlated_with,biolink:PhysiologicalProcess
biolink:BiologicalProcess,biolink:has_attribute,biolink:Phenomenon
biolink:BiologicalProcessOrActivity,biolink:has_attribute,biolink:Phenomenon
biolink:PhysiologicalProcess,biolink:has_attribute,biolink:Phenomenon
biolink:OrganismalEntity,biolink:correlated_with,biolink:BiologicalProcess
biolink:OrganismalEntity,biolink:correlated_with,biolink:BiologicalProcessOrActivity
biolink:OrganismalEntity,biolink:correlated_with,biolink:PhysiologicalProcess
biolink:IndividualOrganism,biolink:correlated_with,biolink:BiologicalEntity
biolink:IndividualOrganism,biolink:correlated_with,biolink:BiologicalProcess
biolink:IndividualOrganism,biolink:correlated_with,biolink:BiologicalProcessOrActivity
biolink:IndividualOrganism,biolink:correlated_with,biolink:PhysiologicalProcess
biolink:Disease,biolink:physically_interacts_with,biolink:PhysiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:physically_interacts_with,biolink:PhysiologicalProcess
biolink:PhenotypicFeature,biolink:physically_interacts_with,biolink:PhysiologicalProcess
biolink:MolecularActivity,biolink:quantifier_qualifier,biolink:BiologicalProcess
biolink:MolecularActivity,biolink:quantifier_qualifier,biolink:BiologicalProcessOrActivity
biolink:MolecularActivity,biolink:quantifier_qualifier,biolink:PhysiologicalProcess
biolink:GrossAnatomicalStructure,biolink:quantifier_qualifier,biolink:NamedThing
biolink:GrossAnatomicalStructure,biolink:quantifier_qualifier,biolink:BiologicalEntity
biolink:GrossAnatomicalStructure,biolink:quantifier_qualifier,biolink:BiologicalProcess
biolink:GrossAnatomicalStructure,biolink:quantifier_qualifier,biolink:BiologicalProcessOrActivity
biolink:GrossAnatomicalStructure,biolink:quantifier_qualifier,biolink:PhysiologicalProcess
biolink:AnatomicalEntity,biolink:biomarker_for,biolink:IndividualOrganism
biolink:OrganismalEntity,biolink:biomarker_for,biolink:IndividualOrganism
biolink:InformationContentEntity,biolink:biomarker_for,biolink:IndividualOrganism
biolink:Activity,biolink:disrupts,biolink:Cell
biolink:QuantityValue,biolink:subclass_of,biolink:AdministrativeEntity
biolink:QuantityValue,biolink:subclass_of,biolink:Agent
biolink:Phenomenon,biolink:has_attribute,biolink:BiologicalProcess
biolink:Phenomenon,biolink:has_attribute,biolink:BiologicalProcessOrActivity
biolink:Phenomenon,biolink:has_attribute,biolink:PhysiologicalProcess
biolink:ChemicalSubstance,biolink:physically_interacts_with,biolink:PhysiologicalProcess
biolink:Drug,biolink:physically_interacts_with,biolink:PhysiologicalProcess
biolink:AnatomicalEntity,biolink:physically_interacts_with,biolink:PhysiologicalProcess
biolink:OntologyClass,biolink:physically_interacts_with,biolink:BiologicalProcess
biolink:OntologyClass,biolink:physically_interacts_with,biolink:BiologicalProcessOrActivity
biolink:OntologyClass,biolink:physically_interacts_with,biolink:PhysiologicalProcess
biolink:ChemicalSubstance,biolink:coexists_with,biolink:BiologicalProcess
biolink:ChemicalSubstance,biolink:coexists_with,biolink:PhysiologicalProcess
biolink:Drug,biolink:coexists_with,biolink:BiologicalProcess
biolink:Drug,biolink:coexists_with,biolink:PhysiologicalProcess
biolink:AnatomicalEntity,biolink:subclass_of,biolink:AdministrativeEntity
biolink:AnatomicalEntity,biolink:subclass_of,biolink:Agent
biolink:Cell,biolink:has_attribute,biolink:Disease
biolink:Cell,biolink:has_attribute,biolink:DiseaseOrPhenotypicFeature
biolink:Cell,biolink:has_attribute,biolink:PhenotypicFeature
biolink:CellularComponent,biolink:has_attribute,biolink:NamedThing
biolink:CellularComponent,biolink:has_attribute,biolink:BiologicalEntity
biolink:CellularComponent,biolink:has_attribute,biolink:Disease
biolink:CellularComponent,biolink:has_attribute,biolink:DiseaseOrPhenotypicFeature
biolink:CellularComponent,biolink:has_attribute,biolink:PhenotypicFeature
biolink:ChemicalSubstance,biolink:has_gene_product,biolink:ChemicalSubstance
biolink:ChemicalSubstance,biolink:has_gene_product,biolink:Drug
biolink:Drug,biolink:has_gene_product,biolink:ChemicalSubstance
biolink:Drug,biolink:has_gene_product,biolink:Drug
biolink:IndividualOrganism,biolink:close_match,biolink:InformationContentEntity
biolink:NamedThing,biolink:has_route,biolink:Procedure
biolink:BiologicalEntity,biolink:has_route,biolink:Procedure
biolink:ChemicalSubstance,biolink:has_route,biolink:Procedure
biolink:Drug,biolink:has_route,biolink:Procedure
biolink:MolecularEntity,biolink:has_route,biolink:Procedure
biolink:PathologicalProcess,biolink:quantifier_qualifier,biolink:BiologicalEntity
biolink:PathologicalProcess,biolink:quantifier_qualifier,biolink:BiologicalProcess
biolink:PathologicalProcess,biolink:quantifier_qualifier,biolink:BiologicalProcessOrActivity
biolink:PathologicalProcess,biolink:quantifier_qualifier,biolink:PhysiologicalProcess
biolink:PathologicalProcess,biolink:physically_interacts_with,biolink:NamedThing
biolink:PathologicalProcess,biolink:physically_interacts_with,biolink:BiologicalEntity
biolink:PathologicalProcess,biolink:physically_interacts_with,biolink:Disease
biolink:PathologicalProcess,biolink:physically_interacts_with,biolink:DiseaseOrPhenotypicFeature
biolink:PathologicalProcess,biolink:physically_interacts_with,biolink:PhenotypicFeature
biolink:AdministrativeEntity,biolink:correlated_with,biolink:PhysiologicalProcess
biolink:Agent,biolink:correlated_with,biolink:PhysiologicalProcess
biolink:GeographicLocation,biolink:related_to,biolink:BiologicalProcess
biolink:GeographicLocation,biolink:related_to,biolink:BiologicalProcessOrActivity
biolink:GeographicLocation,biolink:related_to,biolink:PhysiologicalProcess
biolink:PlanetaryEntity,biolink:related_to,biolink:BiologicalProcess
biolink:PlanetaryEntity,biolink:related_to,biolink:BiologicalProcessOrActivity
biolink:PlanetaryEntity,biolink:related_to,biolink:PhysiologicalProcess
biolink:GeographicLocation,biolink:quantifier_qualifier,biolink:NamedThing
biolink:GeographicLocation,biolink:quantifier_qualifier,biolink:BiologicalEntity
biolink:GeographicLocation,biolink:quantifier_qualifier,biolink:BiologicalProcess
biolink:GeographicLocation,biolink:quantifier_qualifier,biolink:BiologicalProcessOrActivity
biolink:GeographicLocation,biolink:quantifier_qualifier,biolink:PhysiologicalProcess
biolink:PlanetaryEntity,biolink:quantifier_qualifier,biolink:NamedThing
biolink:PlanetaryEntity,biolink:quantifier_qualifier,biolink:BiologicalEntity
biolink:PlanetaryEntity,biolink:quantifier_qualifier,biolink:BiologicalProcess
biolink:PlanetaryEntity,biolink:quantifier_qualifier,biolink:BiologicalProcessOrActivity
biolink:PlanetaryEntity,biolink:quantifier_qualifier,biolink:PhysiologicalProcess
biolink:ChemicalSubstance,biolink:subclass_of,biolink:PhysiologicalProcess
biolink:Drug,biolink:subclass_of,biolink:PhysiologicalProcess
biolink:GrossAnatomicalStructure,biolink:coexists_with,biolink:MolecularEntity
biolink:OrganismTaxon,biolink:coexists_with,biolink:Procedure
biolink:Metabolite,biolink:prevents,biolink:Procedure
biolink:AdministrativeEntity,biolink:biomarker_for,biolink:OrganismTaxon
biolink:Agent,biolink:biomarker_for,biolink:OrganismTaxon
biolink:InformationContentEntity,biolink:biomarker_for,biolink:OrganismTaxon
biolink:OrganismalEntity,biolink:coexists_with,biolink:IndividualOrganism
biolink:IndividualOrganism,biolink:coexists_with,biolink:IndividualOrganism
biolink:AdministrativeEntity,biolink:quantifier_qualifier,biolink:Activity
biolink:Agent,biolink:quantifier_qualifier,biolink:Activity
biolink:AdministrativeEntity,biolink:positively_regulates_entity_to_entity,biolink:Activity
biolink:Agent,biolink:positively_regulates_entity_to_entity,biolink:Activity
biolink:AnatomicalEntity,biolink:positively_regulates_entity_to_entity,biolink:Activity
biolink:OrganismalEntity,biolink:positively_regulates_entity_to_entity,biolink:Activity
biolink:GrossAnatomicalStructure,biolink:causes,biolink:Activity
biolink:BiologicalEntity,biolink:in_taxon,biolink:ChemicalSubstance
biolink:BiologicalEntity,biolink:in_taxon,biolink:Drug
biolink:MolecularEntity,biolink:in_taxon,biolink:ChemicalSubstance
biolink:MolecularEntity,biolink:in_taxon,biolink:Drug
biolink:Gene,biolink:in_taxon,biolink:ChemicalSubstance
biolink:Gene,biolink:in_taxon,biolink:Drug
biolink:GenomicEntity,biolink:in_taxon,biolink:ChemicalSubstance
biolink:GenomicEntity,biolink:in_taxon,biolink:Drug
biolink:Protein,biolink:in_taxon,biolink:ChemicalSubstance
biolink:Protein,biolink:in_taxon,biolink:Drug
biolink:NamedThing,biolink:has_input,biolink:OrganismTaxon
biolink:BiologicalEntity,biolink:has_input,biolink:OrganismTaxon
